RMSE,NSE,PBIAS,KGE,gauge_id,node_idx,lon,lat,human_fracirrigated,human_fracsealed,human_fracwater,human_reservoir_mask,human_lake_mask,human_fracgwused,human_fracncused,human_dom_mean,human_dom_std,human_ene_mean,human_ene_std,human_ind_mean,human_ind_std,human_liv_mean,human_liv_std,gdw_reservoir_count
20.549545383430512,0.4553160836551118,-5.6183573547126535,0.4943896218253707,03010655,4.500501602126481,-78.0649945985895,41.90998417892234,0.0,0.0018174213605217,5.735968908518548e-06,0.0,0.0,0.5132996980849789,0.0,0.0008090674460274,0.0010544820088039,0.0,0.0,0.0,0.0,0.0,0.0,19.0
29.130246772696726,0.3575265455265544,6.320617464828736,0.360054523713887,03015500,17.491148075612056,-79.50692522186216,41.90543494038473,0.0,0.0089881983251894,0.0002120167725035,0.0,0.0,0.3083732039524673,0.0,0.0125158007227968,0.0037927919123556,0.0313555273259056,0.0157141868504241,0.0030579480989438,0.0010584014414935,0.0,0.0,8.0
31.342224913341497,0.3454250665224141,8.405299135143794,0.36696439504925904,03021350,4.998306065229817,-79.65685090885118,42.08405689589253,0.0,0.0076805487172452,0.0006457614117085,0.0,0.0,0.2352768595258368,0.0,0.0064919217987802,0.0017413545906623,0.0007882019172757,0.0026298931207945,0.0,0.0,0.0,0.0,6.0
32.193464077250326,0.2350458820137301,11.198388720839954,0.25766316137197787,03049000,6.496418218418779,-79.68570500069403,40.84994296088762,0.0,0.0118494787408923,2.739285564509377e-05,0.0,0.0,0.3932333538728064,0.0,0.0202681882432193,0.0053257700315688,0.0615662002489329,0.0261265332052299,0.0004253282347097,0.0013109437539183,0.0,0.0,25.0
34.99275284351061,0.3270803736603247,8.4432263785167,0.2914354868689476,03050000,10.007190745529304,-79.98695645802164,38.65106423539879,0.0,0.00344520292681,5.70851490498279e-05,0.0,0.0,0.0848326579154222,0.0,0.004588112514009,0.0009323674728571,0.0640176145217782,0.0280480552200327,0.0154374588277013,0.0055366983021081,0.0,0.0,6.0
28.73785753499836,0.39135692374119657,7.839260817784,0.3984197679790942,03069500,39.54709219344431,-79.62032578049875,38.90825546713507,0.0,0.0024048009324359,0.0003011475016027,0.0,0.0,0.0439021046330767,0.0,0.00122827166134,0.0005539012566247,0.0188360512598341,0.0098068560438526,0.0029681718921434,0.0012929549133112,0.0,0.0,56.0
27.81589056367868,0.42533035213815584,7.682023561633425,0.4533333037453259,03070500,9.995721276127911,-79.61310226967885,39.70352194448691,0.0,0.0055217168108934,0.0021377849259705,0.0,0.0,0.2260745566990862,0.0,0.0081568053453727,0.0024155164370173,0.068122177690387,0.033052921804657,0.0130472990808386,0.0057833831476441,0.0,0.0,11.0
28.508974152501654,0.3015277004780701,12.042949663415738,0.37570469328844913,03078000,3.000609579323926,-79.1892966053498,39.65354238001482,0.0,0.011270828024219,0.0016902352335102,0.0,0.0,0.1166944370344957,0.0,0.0129385040373218,0.0047591776881569,0.0071497484721846,0.0035571338429193,0.0,0.0,0.0,0.0,36.0
19.97493617265261,0.526950675985695,4.52173283029713,0.5210216171222772,03140000,0.999512144543176,-81.80834553174383,40.42497560722716,0.0,0.0177250227825625,3.442864653559457e-05,0.0,0.0,0.3761070683635627,0.0,0.0217504405131638,0.0038498108153552,0.0960498644017722,0.0379833821192964,0.0,0.0,0.0,0.0,27.0
19.974835191700883,0.5412261449826365,7.3469136974904,0.514361821843276,03144000,6.9963187678294405,-82.19831283164231,40.221601446585005,0.0,0.0092383068403935,7.485376125048e-05,0.0,0.0,0.4092612207830951,0.0,0.0119549741913984,0.0037257144350335,0.0521318016389443,0.0273061013916985,0.0,0.0,0.0,0.0,26.0
34.996920454301176,0.26404655439243685,13.519657628823042,0.2528880979345406,03161000,11.003418859726397,-81.57068749682037,36.27929335708868,0.0,0.024764310608739,0.0002154462961875,0.0,0.0,0.0076493648929906,0.0,0.0358937728491323,0.0075367230112363,0.2394147924334385,0.0520834049395315,0.002978227213413,0.0007982158141883,0.0,0.0,11.0
29.153897109641733,0.3563148615870261,5.177580332131972,0.3312349442661767,03164000,80.40877726741269,-81.44936501119616,36.41272153159727,0.0,0.015273204892897,0.0006706486247673,0.0,0.0,0.0572882092362705,0.0,0.0211255667130146,0.0048806342786163,0.1395320333039354,0.034089991064165,0.0014891136067065,0.0003991079070941,0.0,0.0,13.0
27.280801052803042,0.3267384058485575,6.199444225876684,0.30848312049353743,03170000,16.001035256673674,-80.35531687329494,36.96283570905382,0.0,0.0048545516342925,3.354458720377392e-05,0.0,0.0,0.0074255238629774,0.0,0.0077732668272397,0.0033659397285086,0.0288874542846195,0.0153716629595222,0.0,0.0,0.0,0.0,47.0
22.914628006424277,0.4532982368488313,10.407167259390071,0.41519443611020046,03173000,16.004276167853188,-80.92962265989638,37.16434121133874,0.0,0.0022149543869552,6.067442297702885e-05,0.0,0.0,0.1664572629565356,0.0,0.0033657248540345,0.0017109386366753,0.0111634224391045,0.0082726292641094,0.0,0.0,0.0,0.0,7.0
