RMSE,NSE,PBIAS,KGE,basin_id,gauge_id,node_idx,lon,lat,human_fracirrigated,human_fracsealed,human_fracwater,human_reservoir_mask,human_lake_mask,human_fracgwused,human_fracncused,human_dom_mean,human_dom_std,human_ene_mean,human_ene_std,human_ind_mean,human_ind_std,human_liv_mean,human_liv_std,gdw_reservoir_count
22.145844887664325,0.36740665023215735,-1.8082133653760912,0.4775816405014538,03010655,03010655,4.500501602126481,-78.0649945985895,41.90998417892234,0.0,0.0018174213605217,5.735968908518548e-06,0.0,0.0,0.5132996980849789,0.0,0.0008090674460274,0.0010544820088039,0.0,0.0,0.0,0.0,0.0,0.0,19.0
30.897311530340314,0.27721647550908435,13.75059258608049,0.3428291502671321,03015500,03015500,17.491148075612056,-79.50692522186216,41.90543494038473,0.0,0.0089881983251894,0.0002120167725035,0.0,0.0,0.3083732039524673,0.0,0.0125158007227968,0.0037927919123556,0.0313555273259056,0.0157141868504241,0.0030579480989438,0.0010584014414935,0.0,0.0,8.0
33.11365911738803,0.2693421206183054,14.844227574111741,0.31526472497639313,03021350,03021350,4.998306065229817,-79.65685090885118,42.08405689589253,0.0,0.0076805487172452,0.0006457614117085,0.0,0.0,0.2352768595258368,0.0,0.0064919217987802,0.0017413545906623,0.0007882019172757,0.0026298931207945,0.0,0.0,0.0,0.0,6.0
35.02403023434064,0.09461727248554197,19.217255400893585,0.23794819559668023,03049000,03049000,6.496418218418779,-79.68570500069403,40.84994296088762,0.0,0.0118494787408923,2.739285564509377e-05,0.0,0.0,0.3932333538728064,0.0,0.0202681882432193,0.0053257700315688,0.0615662002489329,0.0261265332052299,0.0004253282347097,0.0013109437539183,0.0,0.0,25.0
35.384411917221215,0.31193266527953367,14.263085978812049,0.3116971640945795,03050000,03050000,10.007190745529304,-79.98695645802164,38.65106423539879,0.0,0.00344520292681,5.70851490498279e-05,0.0,0.0,0.0848326579154222,0.0,0.004588112514009,0.0009323674728571,0.0640176145217782,0.0280480552200327,0.0154374588277013,0.0055366983021081,0.0,0.0,6.0
30.16838493962883,0.32925409052103227,13.615864785178468,0.34410343296082513,03069500,03069500,39.54709219344431,-79.62032578049875,38.90825546713507,0.0,0.0024048009324359,0.0003011475016027,0.0,0.0,0.0439021046330767,0.0,0.00122827166134,0.0005539012566247,0.0188360512598341,0.0098068560438526,0.0029681718921434,0.0012929549133112,0.0,0.0,56.0
30.41782131951481,0.31279148740434337,12.202539715732488,0.32636793409266696,03070500,03070500,9.995721276127911,-79.61310226967885,39.70352194448691,0.0,0.0055217168108934,0.0021377849259705,0.0,0.0,0.2260745566990862,0.0,0.0081568053453727,0.0024155164370173,0.068122177690387,0.033052921804657,0.0130472990808386,0.0057833831476441,0.0,0.0,11.0
30.797012116217932,0.1849144863724269,18.370183019099116,0.2762086629649091,03078000,03078000,3.000609579323926,-79.1892966053498,39.65354238001482,0.0,0.011270828024219,0.0016902352335102,0.0,0.0,0.1166944370344957,0.0,0.0129385040373218,0.0047591776881569,0.0071497484721846,0.0035571338429193,0.0,0.0,0.0,0.0,36.0
23.295061095048368,0.35662625620298527,10.72286912426352,0.43618888132350475,03140000,03140000,0.999512144543176,-81.80834553174383,40.42497560722716,0.0,0.0177250227825625,3.442864653559457e-05,0.0,0.0,0.3761070683635627,0.0,0.0217504405131638,0.0038498108153552,0.0960498644017722,0.0379833821192964,0.0,0.0,0.0,0.0,27.0
24.682585861238138,0.2994912515768492,20.15582382782542,0.39028169551440306,03144000,03144000,6.9963187678294405,-82.19831283164231,40.221601446585005,0.0,0.0092383068403935,7.485376125048e-05,0.0,0.0,0.4092612207830951,0.0,0.0119549741913984,0.0037257144350335,0.0521318016389443,0.0273061013916985,0.0,0.0,0.0,0.0,26.0
39.11196771357688,0.08080000429661915,26.07534483794846,0.21710704266990233,03161000,03161000,11.003418859726397,-81.57068749682037,36.27929335708868,0.0,0.024764310608739,0.0002154462961875,0.0,0.0,0.0076493648929906,0.0,0.0358937728491323,0.0075367230112363,0.2394147924334385,0.0520834049395315,0.002978227213413,0.0007982158141883,0.0,0.0,11.0
39.11196786064831,0.08080002109443163,26.075344707113878,0.21710705779502903,03164000,03161000,110.43956646180352,-81.57068749682037,36.27929335708868,0.0,0.024764310608739,0.0002154462961875,0.0,0.0,0.0076493648929906,0.0,0.0358937728491323,0.0075367230112363,0.2394147924334385,0.0520834049395315,0.002978227213413,0.0007982158141883,0.0,0.0,6.0
34.62781416563075,0.09190684285321815,34.38970920123051,0.2192090474857492,03164000,03164000,50.37798807302185,-81.32804252557196,36.54614970610587,0.0,0.005782099177055,0.0011258509533471,0.0,0.0,0.1069270535795504,0.0,0.0063573605768968,0.0022245455459962,0.0396492741744322,0.0160965771887985,0.0,0.0,0.0,0.0,7.0
31.76624298281229,0.08714602460778498,34.61215448685161,0.1772363538032936,03170000,03170000,16.001035256673674,-80.35531687329494,36.96283570905382,0.0,0.0048545516342925,3.354458720377392e-05,0.0,0.0,0.0074255238629774,0.0,0.0077732668272397,0.0033659397285086,0.0288874542846195,0.0153716629595222,0.0,0.0,0.0,0.0,47.0
26.08760751517171,0.2914127138787187,33.62660892379191,0.30750725879132557,03173000,03173000,16.004276167853188,-80.92962265989638,37.16434121133874,0.0,0.0022149543869552,6.067442297702885e-05,0.0,0.0,0.1664572629565356,0.0,0.0033657248540345,0.0017109386366753,0.0111634224391045,0.0082726292641094,0.0,0.0,0.0,0.0,7.0
34.11780149902703,0.2465239607569516,19.234900334660654,0.3133412645819895,03182500,03182500,27.467490131769864,-79.87163221137845,38.39698127961969,0.0,0.0021931098804777,3.225433187375482e-05,0.0,0.0,0.0600578117083575,0.0,0.0017131514882589,0.0005485341411758,0.0236981151655025,0.012720775466949,0.0045748976885222,0.0021639801713179,0.0,0.0,24.0
44.39882426057649,0.11898368000605919,29.251698976131923,0.22957186066405644,03186500,03186500,7.000904034695606,-80.27497286900251,38.32830409130579,0.0,0.0001050520375057,6.456057071697263e-06,0.0,0.0,0.0342852071809454,0.0,0.0,0.0,0.0011401504847953,0.0018567871600217,0.0,0.0,0.0,0.0,4.0
44.31937438888709,0.13193501168677524,28.671997094174714,0.22634805237082445,03187500,03187500,4.001203576585691,-80.35830199010219,38.263867993401455,0.0,0.0,0.0002337552830092,0.0,0.0,0.017541025703698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
35.59683714587161,0.2627795966414783,29.344492186429203,0.2787062989311685,03213700,03213700,48.03419305539956,-81.81131684720116,37.42533307016448,0.0,0.0071075463618082,1.521105039482608e-05,0.0,0.0,0.0712054783911453,0.0,0.0108146523122598,0.0033582684106502,0.1161683893235021,0.0567702698450799,0.0232132702794968,0.0126708174839705,0.0,0.0,17.0
37.64395116976857,0.13623236413715456,33.268653199412846,0.2007727117456065,03237500,03237500,18.48690022033719,-83.51448192307659,38.981456142103305,0.0,0.0102562450804288,0.000336606580137,0.0,0.0,0.0008430578218734,0.0,0.0110648589017706,0.0037279477381038,0.0500154774904973,0.022432120999051,0.0,0.0,0.0,0.0,30.0
45.26987383252444,0.15199884163645272,35.534074068874446,0.18299438894965392,03280700,03280700,3.0004630678407365,-83.24642592643114,37.082129626633126,0.0,0.0019377498119646,0.0007271139939911,0.0,0.0,0.2240667304671247,0.0,0.0064725531767185,0.0017928461771223,0.0320175347922097,0.0164021900316315,0.0,0.0,0.0,0.0,11.0
44.310098131561716,0.17564609940726916,38.13911789820396,0.16704764242049264,03281500,03281500,36.03683906439102,-83.67360745441798,37.17543310890968,0.0,0.0039469608181383,1.716261821548259e-05,0.0,0.0,0.524157225442865,0.0,0.0083399698229928,0.0025412710810944,0.0393460679268487,0.018574454236367,0.0012229735239911,0.0009114136264801,0.0,0.0,21.0
45.93885050273504,0.1273681941222259,31.197690025049553,0.17512924146187214,03285000,03285000,17.507340463182203,-84.60411298556838,37.50410015981433,0.0,0.0181560059994156,0.0026862310958141,0.0,0.0,0.5440832006154324,0.0,0.021298766080987,0.0046112412234069,0.1038560157382787,0.0356184146957831,0.0047081778247374,0.0020311902333107,0.0,0.0,18.0
42.08893847682313,0.09076269131992021,30.162862839818132,0.1875559695140665,03300400,03300400,24.005603128919628,-85.08618716254576,37.7748493878977,0.0008330513586573,0.0060942547999741,0.0003835446984129,0.0,0.0,0.5603642557776848,0.0,0.0068902716621546,0.0027288651634524,0.0303092491367747,0.0172120938907911,0.0,0.0,0.0,0.0,48.0
19.078965894959445,0.3425904165329525,12.009034080196622,0.5055557632209216,03338780,03338780,13.992635391141794,-87.56984881554709,40.41113149746764,0.0083044829131442,0.0067583709869568,6.565599249135941e-05,0.0,0.0,0.7888401708234676,0.0,0.0028353098425685,0.0007181923251066,0.0166883120768498,0.0057733299782949,0.0,0.0,0.0,0.0,28.0
17.864444930496322,0.43109621392641606,8.929386449800154,0.578508143475122,03340800,03340800,6.498125977964906,-86.74645791330292,39.92854850792345,0.0088039260078718,0.0107391576761577,3.643947634487432e-05,0.0,0.0,0.7272864766782121,0.0,0.0074033088538528,0.0020066952244146,0.0520712879530297,0.023770414344311,0.014027513820943,0.0027026107894202,0.0,0.0,59.0
37.187535661620714,0.2910930828604623,29.437046618914213,0.26746238572984726,03384450,03384450,1.9994728783204645,-88.53499340864606,37.52498682195801,0.0,0.0031719792149064,5.744774582427257e-05,0.0,0.0,0.9920005261885008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
