RMSE,NSE,PBIAS,KGE,gauge_id,node_idx,lon,lat,human_fracirrigated,human_fracsealed,human_fracwater,human_reservoir_mask,human_lake_mask,human_fracgwused,human_fracncused,human_dom_mean,human_dom_std,human_ene_mean,human_ene_std,human_ind_mean,human_ind_std,human_liv_mean,human_liv_std,gdw_reservoir_count
0.8173292807742978,0.7256924036435062,-3.9788633174703993,0.8014071507826374,03010655,4.500501602126481,-78.0649945985895,41.90998417892234,0.0,0.0018174213605217,5.735968908518548e-06,0.0,0.0,0.5132996980849789,0.0,0.0008090674460274,0.0010544820088039,0.0,0.0,0.0,0.0,0.0,0.0,19.0
0.7811350987790909,0.8144485122801166,-0.23613623689845742,0.8912608534747871,03015500,17.491148075612056,-79.50692522186216,41.90543494038473,0.0,0.0089881983251894,0.0002120167725035,0.0,0.0,0.3083732039524673,0.0,0.0125158007227968,0.0037927919123556,0.0313555273259056,0.0157141868504241,0.0030579480989438,0.0010584014414935,0.0,0.0,8.0
0.8928687707126641,0.7836069897075237,-1.461106124003248,0.8671560434715555,03021350,4.998306065229817,-79.65685090885118,42.08405689589253,0.0,0.0076805487172452,0.0006457614117085,0.0,0.0,0.2352768595258368,0.0,0.0064919217987802,0.0017413545906623,0.0007882019172757,0.0026298931207945,0.0,0.0,0.0,0.0,6.0
1.0272360971522825,0.7346349517973895,2.010469804332431,0.8010788554159086,03049000,6.496418218418779,-79.68570500069403,40.84994296088762,0.0,0.0118494787408923,2.739285564509377e-05,0.0,0.0,0.3932333538728064,0.0,0.0202681882432193,0.0053257700315688,0.0615662002489329,0.0261265332052299,0.0004253282347097,0.0013109437539183,0.0,0.0,25.0
1.3281330036528007,0.6471732112357331,-0.2846131588861443,0.7137345454129184,03050000,10.007190745529304,-79.98695645802164,38.65106423539879,0.0,0.00344520292681,5.70851490498279e-05,0.0,0.0,0.0848326579154222,0.0,0.004588112514009,0.0009323674728571,0.0640176145217782,0.0280480552200327,0.0154374588277013,0.0055366983021081,0.0,0.0,6.0
0.964238129402319,0.7210076915726851,-1.5288082945518056,0.8214009151239785,03069500,39.54709219344431,-79.62032578049875,38.90825546713507,0.0,0.0024048009324359,0.0003011475016027,0.0,0.0,0.0439021046330767,0.0,0.00122827166134,0.0005539012566247,0.0188360512598341,0.0098068560438526,0.0029681718921434,0.0012929549133112,0.0,0.0,56.0
1.0517227316400302,0.6959015609191046,-1.0248692866576463,0.7751074666883029,03070500,9.995721276127911,-79.61310226967885,39.70352194448691,0.0,0.0055217168108934,0.0021377849259705,0.0,0.0,0.2260745566990862,0.0,0.0081568053453727,0.0024155164370173,0.068122177690387,0.033052921804657,0.0130472990808386,0.0057833831476441,0.0,0.0,11.0
1.2530301321270463,0.5679534746597283,-1.6112475204850263,0.7240661817031131,03078000,3.000609579323926,-79.1892966053498,39.65354238001482,0.0,0.011270828024219,0.0016902352335102,0.0,0.0,0.1166944370344957,0.0,0.0129385040373218,0.0047591776881569,0.0071497484721846,0.0035571338429193,0.0,0.0,0.0,0.0,36.0
0.5384749821616361,0.8130714955661171,-3.6372394523669063,0.8515618402543346,03140000,0.999512144543176,-81.80834553174383,40.42497560722716,0.0,0.0177250227825625,3.442864653559457e-05,0.0,0.0,0.3761070683635627,0.0,0.0217504405131638,0.0038498108153552,0.0960498644017722,0.0379833821192964,0.0,0.0,0.0,0.0,27.0
0.4759960709055808,0.8500813483141896,-3.2144089345426674,0.894143651593845,03144000,6.9963187678294405,-82.19831283164231,40.221601446585005,0.0,0.0092383068403935,7.485376125048e-05,0.0,0.0,0.4092612207830951,0.0,0.0119549741913984,0.0037257144350335,0.0521318016389443,0.0273061013916985,0.0,0.0,0.0,0.0,26.0
