RMSE,NSE,PBIAS,KGE,split,basin_id,n_samples,is_outlet_only
20.549545383430512,0.4553160836551118,-5.6183573547126535,0.49438962182537083,test,03010655,60,True
29.130246772696722,0.3575265455265545,6.320617464828736,0.360054523713887,test,03015500,60,True
31.3422249133415,0.3454250665224141,8.405299135143796,0.36696439504925915,test,03021350,60,True
32.193464077250326,0.2350458820137301,11.198388720839954,0.25766316137197776,test,03049000,60,True
34.99275284351061,0.3270803736603247,8.4432263785167,0.2914354868689476,test,03050000,60,True
28.73785753499836,0.39135692374119657,7.839260817784,0.39841976797909406,test,03069500,60,True
27.81589056367868,0.42533035213815595,7.682023561633426,0.4533333037453259,test,03070500,60,True
28.508974152501654,0.3015277004780702,12.042949663415738,0.37570469328844924,test,03078000,60,True
19.97493617265261,0.526950675985695,4.521732830297132,0.5210216171222772,test,03140000,60,True
19.974835191700883,0.5412261449826365,7.346913697490403,0.514361821843276,test,03144000,60,True
34.996920454301176,0.26404655439243685,13.519657628823042,0.2528880979345406,test,03161000,60,True
29.153897109641733,0.3563148615870261,5.177580332131972,0.33123494426617683,test,03164000,60,True
27.280801052803042,0.3267384058485575,6.199444225876684,0.30848312049353743,test,03170000,60,True
22.914628006424277,0.4532982368488312,10.407167259390075,0.41519443611020046,test,03173000,60,True
32.26777024164764,0.32602268073132235,8.204638121314714,0.31188160458107794,test,03182500,60,True
42.67339132279327,0.18612945547659632,17.66462804384129,0.17058017983141938,test,03186500,60,True
42.59199701338074,0.19828316316987316,15.643813821571786,0.16577646987605676,test,03187500,60,True
32.1296511106654,0.39939832066862035,12.047331771544837,0.3760936429804622,test,03213700,60,True
30.866961015624852,0.4192432426449978,9.75553042810526,0.3946544081927712,test,03237500,60,True
41.3995246778372,0.29080022850104326,22.368949590084537,0.274134265242833,test,03280700,60,True
40.255319195969165,0.31961485528529654,18.545121021299387,0.27032248453769736,test,03281500,60,True
42.046762456663075,0.2689687996390313,19.29327687121477,0.2547615445191971,test,03285000,60,True
38.05792512459397,0.2565846616006079,16.924139919542593,0.27711749841558664,test,03300400,60,True
17.262235810466333,0.4618287945111129,-8.44932763421536,0.5320470412935245,test,03338780,60,True
15.65331862115376,0.5632100660314312,-8.568060576201797,0.6053754038681094,test,03340800,60,True
31.707411452502797,0.48463372963298235,9.503310346934564,0.4201861570758787,test,03384450,60,True
21.002533494974976,0.3877755646730505,-6.07725166254136,0.4945843217100139,train,03010655,132,True
26.099427495716526,0.3638830187869604,-1.103891178333889,0.4192697221503232,train,03015500,132,True
29.6635316332787,0.3006944138402591,6.5086747198267245,0.375847936436858,train,03021350,132,True
25.596246432289302,0.3894900994754017,-3.2251593245430765,0.4579439941029899,train,03049000,132,True
26.06676758339625,0.4634257244056992,2.228450482025688,0.4699158998357825,train,03050000,132,True
25.186372399048732,0.45163992627769856,-2.7566969582696847,0.49464574429604724,train,03069500,132,True
23.64855521599903,0.540105850565393,-2.74076152214244,0.5741840310192141,train,03070500,132,True
25.32746243027959,0.42498026412521583,-4.037631720606115,0.48783135822007595,train,03078000,132,True
16.702635453699042,0.5287616478784896,-7.830452304122801,0.6281910845327867,train,03140000,132,True
16.005738209001162,0.5724534189228927,-2.879102176656526,0.6240166177556461,train,03144000,132,True
24.010895548589403,0.3888612744488634,2.026261967903565,0.43009096831339844,train,03161000,132,True
18.25547708649575,0.47862229405876977,-6.857827479058831,0.5502019199695485,train,03164000,132,True
18.55541667281268,0.4252647917122715,-8.202560804244484,0.4880861675575442,train,03170000,132,True
13.59803971394246,0.5300170992024958,-6.258937418070835,0.6173264568305462,train,03173000,132,True
25.76393795144814,0.4135765190932976,2.6581182305955138,0.45424506213267846,train,03182500,132,True
35.73500221502057,0.2725092810964218,14.336374960322743,0.2795263829996334,train,03186500,132,True
35.425626056716844,0.29843250831585844,11.165866896662548,0.2832197762761247,train,03187500,132,True
20.062775534128956,0.5284639803612371,-3.8903695969249497,0.6072279046817285,train,03213700,132,True
23.56977898018951,0.49397757308891643,-0.5855899757786021,0.5224887102318657,train,03237500,132,True
23.17725064027771,0.48498526270729425,-0.818928431715125,0.5571356038476054,train,03280700,132,True
21.9041331630353,0.48936046310888814,-6.568354446415768,0.5403903717510533,train,03281500,132,True
23.822569899231574,0.4934801982539021,-2.7829621347808606,0.5297789324277171,train,03285000,132,True
24.238877939664604,0.4704621009482729,-0.6635030420402831,0.5249075350626047,train,03300400,132,True
14.26836658294418,0.5202310479920558,-12.062306846295172,0.652347473788465,train,03338780,132,True
16.605262553811666,0.5576620180333013,-5.976698062729075,0.6286868722189607,train,03340800,132,True
26.857806884570397,0.40569748493864,2.574439707667792,0.4754865957588261,train,03384450,132,True
19.99746274140454,0.3762865992730622,-10.446914263408337,0.5249465428101574,val,03010655,60,True
26.44778700393382,0.3431803503050027,-0.30720342893340896,0.41704981475997227,val,03015500,60,True
28.86337206718978,0.3187036014855744,8.725457255279533,0.3976338448861404,val,03021350,60,True
28.258874268560525,0.18188596062669182,-1.603523404229926,0.35295666632587264,val,03049000,60,True
30.167495974149528,0.3643240738237068,3.1393730905801465,0.4203199564969373,val,03050000,60,True
26.523374612883007,0.4105825950982247,-4.228451852842009,0.49887411242709856,val,03069500,60,True
23.822358670218815,0.49048679983408705,-4.457478598791746,0.6006517724508886,val,03070500,60,True
25.93156447026314,0.3876369037104105,-1.3352170344158647,0.5018265166078482,val,03078000,60,True
20.061517434817688,0.49489280097322186,-11.08272985469329,0.5573296457763701,val,03140000,60,True
20.326098153595733,0.5033214021164535,-8.318276024308911,0.5411294482352752,val,03144000,60,True
