RMSE,NSE,PBIAS,KGE,split,basin_id,n_samples,is_outlet_only
20.4100529429244,0.4626857270944392,1.8166774474900016,0.5016549272319772,test,03010655,60,True
28.333411144093343,0.39219455234152056,7.34939039265507,0.4267212831810895,test,03015500,60,True
30.686922026747634,0.37251061374112804,5.591634561355648,0.4032030892360089,test,03021350,60,True
31.628626660204638,0.26165279272220876,15.151315199624227,0.3161600602878061,test,03049000,60,True
35.23935709221994,0.3175624274302272,12.998608713140088,0.3246879534569712,test,03050000,60,True
30.16606092724926,0.329357427955808,14.39857394716396,0.3861063490265695,test,03069500,60,True
29.934803816419567,0.33444315522022405,8.346630277078175,0.37555051477207557,test,03070500,60,True
29.979770481026463,0.22759937931750274,17.37401154628009,0.34125367161826503,test,03078000,60,True
20.981914635375684,0.47805365917353837,13.440994595269842,0.4686517770862183,test,03140000,60,True
21.01380842680629,0.4922595215669452,18.97598593292041,0.4660528650577881,test,03144000,60,True
36.28062603278227,0.2090660331760441,19.471152377655176,0.26383520476153555,test,03161000,60,True
30.500490538648577,0.29547907445445387,18.13261203176683,0.3280728639633176,test,03164000,60,True
27.806202107113165,0.30055599155120627,21.071807178865637,0.3172767461574677,test,03170000,60,True
23.719079861125646,0.41423890077612513,25.942757291571983,0.39930413230239603,test,03173000,60,True
33.65343628453948,0.2668949663059419,15.271172976182859,0.3257521570380888,test,03182500,60,True
41.92339153785269,0.21448617584918894,17.236332187602965,0.214671568328076,test,03186500,60,True
41.77774331362818,0.22864384010923822,14.796272902173436,0.21000403987352279,test,03187500,60,True
34.13577761835126,0.3220555276307876,23.75971648613615,0.32409275351712186,test,03213700,60,True
32.49139935969133,0.3565076959544148,12.372541807066792,0.35430258359422195,test,03237500,60,True
43.327501805567884,0.22320722890763056,31.771599585311318,0.24261427500560728,test,03280700,60,True
41.79354737459888,0.2666239154079605,28.594174269594784,0.2438845019394711,test,03281500,60,True
43.61647496770139,0.21336744232616445,23.51675696372493,0.2243316325312188,test,03285000,60,True
39.153309070657876,0.21317482322667103,19.266964611972245,0.2515846797035185,test,03300400,60,True
16.989336420586646,0.47871023272625424,10.553766499608878,0.4736558203759468,test,03338780,60,True
15.47651715346931,0.573021273650353,9.550579870720108,0.593286043098443,test,03340800,60,True
34.568651253235416,0.38742497648934615,15.838238272946947,0.333739745202711,test,03384450,60,True
20.107564721686806,0.43884060557844684,-1.5425379532829082,0.537621041825639,train,03010655,132,True
25.6432231985215,0.3859266467286052,0.12892232404504317,0.4676971940932265,train,03015500,132,True
29.294392740461912,0.31799071656485356,3.6342790145516126,0.40854078135327565,train,03021350,132,True
24.767612654024774,0.42837865201110337,1.5916186965415313,0.47369266724864445,train,03049000,132,True
25.05664437036458,0.5042059543936156,5.166989383156262,0.5310505357143065,train,03050000,132,True
23.622932148878064,0.5176056746033237,2.8491336489330332,0.5459544274757107,train,03069500,132,True
